,primary_id,study_title,sequence_accession_number,sampleID,bioreactor_model,donor,include_study,reason,fecalSampleSequence,ndonor_type,country_donor,continent,predigestion,stage,stages,working_volume_mL,pH_ac,pH_tc,pH_dc,stirring_speed_rpm,total_retention_time_h,treatment,external_microorganism,flushing_gas,CO2_.,N2_.,H2_.,region_16S,media_based_on,vitamins,peptone,yeast_extract,NaHCO3,CaCl2,pectin,xylan,arabinogalactan,starch,casein,inulin,NaCl,K2HPO4,NaH2PO4,KH2PO4,MgSO4,hemin,menadione,bile_salts_oxgall,L_cysteine,mucin,glucose,pancreatin,cellobiose,lactose,whey_proteins_lactalbumin,HEPES,guanine,inosine,thymidine,xanthine,choline_chloride,ascorbic_acid,lipoic_acid,histidine,resazurin,aminoacid_mix,trace_mineral_supplement,cellulose,bacto_tryptone,XOS,Tween_80,KCL,MgCl2,FeSO4,MnCl2,CoSO4,CuSO4,ZnSO4,NiCl2,Xylitol,Rice,popcorn,whey_protein,arabic_gum,guar_gum,polyoxyethylene,digested_milk_fragments,maltose,include_sample,sample_name_other,reason_sample_exclusion
11,SRP370478,in vitro screen of quality protein popcorn on the human gut microbiome 16S,SRX14870597,SRR18771093,batch_Korth_et_al_2022,healthy,yes,OK,no,4_individual,United States,North America,yes,0,batch,0.21,NA,NA,NA,NA,16,popcorn,no,no,0,0,0,V4,popcorn,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,yes,NA,NA
12,SRP370478,in vitro screen of quality protein popcorn on the human gut microbiome 16S,SRX14870596,SRR18771094,batch_Korth_et_al_2022,healthy,yes,OK,no,4_individual,United States,North America,yes,0,batch,0.21,NA,NA,NA,NA,16,popcorn,no,no,0,0,0,V4,popcorn,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,yes,NA,NA
13,SRP370478,in vitro screen of quality protein popcorn on the human gut microbiome 16S,SRX14870595,SRR18771095,batch_Korth_et_al_2022,healthy,yes,OK,no,4_individual,United States,North America,yes,0,batch,0.21,NA,NA,NA,NA,16,popcorn,no,no,0,0,0,V4,popcorn,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,yes,NA,NA
14,SRP370478,in vitro screen of quality protein popcorn on the human gut microbiome 16S,SRX14870594,SRR18771096,batch_Korth_et_al_2022,healthy,yes,OK,no,4_individual,United States,North America,yes,0,batch,0.21,NA,NA,NA,NA,16,popcorn,no,no,0,0,0,V4,popcorn,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,yes,NA,NA
15,SRP370478,in vitro screen of quality protein popcorn on the human gut microbiome 16S,SRX14870593,SRR18771097,batch_Korth_et_al_2022,healthy,yes,OK,no,4_individual,United States,North America,yes,0,batch,0.21,NA,NA,NA,NA,16,popcorn,no,no,0,0,0,V4,popcorn,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,yes,NA,NA
16,SRP370478,in vitro screen of quality protein popcorn on the human gut microbiome 16S,SRX14870592,SRR18771098,batch_Korth_et_al_2022,healthy,yes,OK,no,4_individual,United States,North America,yes,0,batch,0.21,NA,NA,NA,NA,16,popcorn,no,no,0,0,0,V4,popcorn,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,yes,NA,NA
17,SRP370478,in vitro screen of quality protein popcorn on the human gut microbiome 16S,SRX14870591,SRR18771099,batch_Korth_et_al_2022,healthy,yes,OK,no,4_individual,United States,North America,yes,0,batch,0.21,NA,NA,NA,NA,16,popcorn,no,no,0,0,0,V4,popcorn,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,yes,NA,NA
18,SRP370478,in vitro screen of quality protein popcorn on the human gut microbiome 16S,SRX14870590,SRR18771100,batch_Korth_et_al_2022,healthy,yes,OK,no,4_individual,United States,North America,yes,0,batch,0.21,NA,NA,NA,NA,16,popcorn,no,no,0,0,0,V4,popcorn,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,yes,NA,NA
19,SRP370478,in vitro screen of quality protein popcorn on the human gut microbiome 16S,SRX14870589,SRR18771101,batch_Korth_et_al_2022,healthy,yes,OK,no,4_individual,United States,North America,yes,0,batch,0.21,NA,NA,NA,NA,16,popcorn,no,no,0,0,0,V4,popcorn,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,yes,NA,NA
20,SRP370478,in vitro screen of quality protein popcorn on the human gut microbiome 16S,SRX14870588,SRR18771102,batch_Korth_et_al_2022,healthy,yes,OK,no,4_individual,United States,North America,yes,0,batch,0.21,NA,NA,NA,NA,16,popcorn,no,no,0,0,0,V4,popcorn,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,yes,NA,NA
21,SRP370478,in vitro screen of quality protein popcorn on the human gut microbiome 16S,SRX14870587,SRR18771103,batch_Korth_et_al_2022,healthy,yes,OK,no,4_individual,United States,North America,yes,0,batch,0.21,NA,NA,NA,NA,16,popcorn,no,no,0,0,0,V4,popcorn,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,yes,NA,NA
22,SRP370478,in vitro screen of quality protein popcorn on the human gut microbiome 16S,SRX14870586,SRR18771104,batch_Korth_et_al_2022,healthy,yes,OK,no,4_individual,United States,North America,yes,0,batch,0.21,NA,NA,NA,NA,16,popcorn,no,no,0,0,0,V4,popcorn,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,yes,NA,NA
23,SRP370478,in vitro screen of quality protein popcorn on the human gut microbiome 16S,SRX14870585,SRR18771105,batch_Korth_et_al_2022,healthy,yes,OK,no,4_individual,United States,North America,yes,0,batch,0.21,NA,NA,NA,NA,16,popcorn,no,no,0,0,0,V4,popcorn,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,yes,NA,NA
24,SRP370478,in vitro screen of quality protein popcorn on the human gut microbiome 16S,SRX14870584,SRR18771106,batch_Korth_et_al_2022,healthy,yes,OK,no,4_individual,United States,North America,yes,0,batch,0.21,NA,NA,NA,NA,16,popcorn,no,no,0,0,0,V4,popcorn,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,yes,NA,NA
25,SRP370478,in vitro screen of quality protein popcorn on the human gut microbiome 16S,SRX14870583,SRR18771107,batch_Korth_et_al_2022,healthy,yes,OK,no,4_individual,United States,North America,yes,0,batch,0.21,NA,NA,NA,NA,16,popcorn,no,no,0,0,0,V4,popcorn,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,yes,NA,NA
26,SRP370478,in vitro screen of quality protein popcorn on the human gut microbiome 16S,SRX14870582,SRR18771108,batch_Korth_et_al_2022,healthy,yes,OK,no,4_individual,United States,North America,yes,0,batch,0.21,NA,NA,NA,NA,16,popcorn,no,no,0,0,0,V4,popcorn,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,yes,NA,NA
27,SRP370478,in vitro screen of quality protein popcorn on the human gut microbiome 16S,SRX14870581,SRR18771109,batch_Korth_et_al_2022,healthy,yes,OK,no,4_individual,United States,North America,yes,0,batch,0.21,NA,NA,NA,NA,16,popcorn,no,no,0,0,0,V4,popcorn,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,yes,NA,NA
28,SRP370478,in vitro screen of quality protein popcorn on the human gut microbiome 16S,SRX14870580,SRR18771110,batch_Korth_et_al_2022,healthy,yes,OK,no,4_individual,United States,North America,yes,0,batch,0.21,NA,NA,NA,NA,16,popcorn,no,no,0,0,0,V4,popcorn,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,yes,NA,NA
29,SRP370478,in vitro screen of quality protein popcorn on the human gut microbiome 16S,SRX14870579,SRR18771111,batch_Korth_et_al_2022,healthy,yes,OK,no,4_individual,United States,North America,yes,0,batch,0.21,NA,NA,NA,NA,16,popcorn,no,no,0,0,0,V4,popcorn,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,yes,NA,NA
30,SRP370478,in vitro screen of quality protein popcorn on the human gut microbiome 16S,SRX14870578,SRR18771112,batch_Korth_et_al_2022,healthy,yes,OK,no,4_individual,United States,North America,yes,0,batch,0.21,NA,NA,NA,NA,16,popcorn,no,no,0,0,0,V4,popcorn,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,yes,NA,NA
31,SRP370478,in vitro screen of quality protein popcorn on the human gut microbiome 16S,SRX14870577,SRR18771113,batch_Korth_et_al_2022,healthy,yes,OK,no,4_individual,United States,North America,yes,0,batch,0.21,NA,NA,NA,NA,16,popcorn,no,no,0,0,0,V4,popcorn,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,yes,NA,NA
32,SRP370478,in vitro screen of quality protein popcorn on the human gut microbiome 16S,SRX14870576,SRR18771115,batch_Korth_et_al_2022,healthy,yes,OK,no,4_individual,United States,North America,yes,0,batch,0.21,NA,NA,NA,NA,16,popcorn,no,no,0,0,0,V4,popcorn,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,yes,NA,NA
33,SRP370478,in vitro screen of quality protein popcorn on the human gut microbiome 16S,SRX14870575,SRR18771114,batch_Korth_et_al_2022,healthy,yes,OK,no,4_individual,United States,North America,yes,0,batch,0.21,NA,NA,NA,NA,16,popcorn,no,no,0,0,0,V4,popcorn,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,yes,NA,NA
34,SRP370478,in vitro screen of quality protein popcorn on the human gut microbiome 16S,SRX14870574,SRR18771116,batch_Korth_et_al_2022,healthy,yes,OK,no,4_individual,United States,North America,yes,0,batch,0.21,NA,NA,NA,NA,16,popcorn,no,no,0,0,0,V4,popcorn,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,yes,NA,NA
35,SRP370478,in vitro screen of quality protein popcorn on the human gut microbiome 16S,SRX14870573,SRR18771117,batch_Korth_et_al_2022,healthy,yes,OK,no,4_individual,United States,North America,yes,0,batch,0.21,NA,NA,NA,NA,16,popcorn,no,no,0,0,0,V4,popcorn,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,yes,NA,NA
36,SRP370478,in vitro screen of quality protein popcorn on the human gut microbiome 16S,SRX14870572,SRR18771118,batch_Korth_et_al_2022,healthy,yes,OK,no,4_individual,United States,North America,yes,0,batch,0.21,NA,NA,NA,NA,16,popcorn,no,no,0,0,0,V4,popcorn,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,yes,NA,NA
37,SRP370478,in vitro screen of quality protein popcorn on the human gut microbiome 16S,SRX14870571,SRR18771121,batch_Korth_et_al_2022,healthy,yes,OK,no,4_individual,United States,North America,yes,0,batch,0.21,NA,NA,NA,NA,16,popcorn,no,no,0,0,0,V4,popcorn,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,yes,NA,NA
38,SRP370478,in vitro screen of quality protein popcorn on the human gut microbiome 16S,SRX14870570,SRR18771119,batch_Korth_et_al_2022,healthy,yes,OK,no,4_individual,United States,North America,yes,0,batch,0.21,NA,NA,NA,NA,16,popcorn,no,no,0,0,0,V4,popcorn,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,yes,NA,NA
39,SRP370478,in vitro screen of quality protein popcorn on the human gut microbiome 16S,SRX14870569,SRR18771120,batch_Korth_et_al_2022,healthy,yes,OK,no,4_individual,United States,North America,yes,0,batch,0.21,NA,NA,NA,NA,16,popcorn,no,no,0,0,0,V4,popcorn,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,yes,NA,NA
40,SRP370478,in vitro screen of quality protein popcorn on the human gut microbiome 16S,SRX14870568,SRR18771122,batch_Korth_et_al_2022,healthy,yes,OK,no,4_individual,United States,North America,yes,0,batch,0.21,NA,NA,NA,NA,16,popcorn,no,no,0,0,0,V4,popcorn,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,yes,NA,NA
41,SRP370478,in vitro screen of quality protein popcorn on the human gut microbiome 16S,SRX14870567,SRR18771123,batch_Korth_et_al_2022,healthy,yes,OK,no,4_individual,United States,North America,yes,0,batch,0.21,NA,NA,NA,NA,16,popcorn,no,no,0,0,0,V4,popcorn,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,yes,NA,NA
42,SRP370478,in vitro screen of quality protein popcorn on the human gut microbiome 16S,SRX14870566,SRR18771124,batch_Korth_et_al_2022,healthy,yes,OK,no,4_individual,United States,North America,yes,0,batch,0.21,NA,NA,NA,NA,16,popcorn,no,no,0,0,0,V4,popcorn,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,yes,NA,NA
43,SRP370478,in vitro screen of quality protein popcorn on the human gut microbiome 16S,SRX14870565,SRR18771125,batch_Korth_et_al_2022,healthy,yes,OK,no,4_individual,United States,North America,yes,0,batch,0.21,NA,NA,NA,NA,16,popcorn,no,no,0,0,0,V4,popcorn,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,yes,NA,NA
44,SRP370478,in vitro screen of quality protein popcorn on the human gut microbiome 16S,SRX14870564,SRR18771126,batch_Korth_et_al_2022,healthy,yes,OK,no,4_individual,United States,North America,yes,0,batch,0.21,NA,NA,NA,NA,16,popcorn,no,no,0,0,0,V4,popcorn,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,yes,NA,NA
45,SRP370478,in vitro screen of quality protein popcorn on the human gut microbiome 16S,SRX14870563,SRR18771127,batch_Korth_et_al_2022,healthy,yes,OK,no,4_individual,United States,North America,yes,0,batch,0.21,NA,NA,NA,NA,16,popcorn,no,no,0,0,0,V4,popcorn,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,yes,NA,NA
46,SRP370478,in vitro screen of quality protein popcorn on the human gut microbiome 16S,SRX14870562,SRR18771128,batch_Korth_et_al_2022,healthy,yes,OK,no,4_individual,United States,North America,yes,0,batch,0.21,NA,NA,NA,NA,16,popcorn,no,no,0,0,0,V4,popcorn,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,yes,NA,NA
47,SRP370478,in vitro screen of quality protein popcorn on the human gut microbiome 16S,SRX14870561,SRR18771129,batch_Korth_et_al_2022,healthy,yes,OK,no,4_individual,United States,North America,yes,0,batch,0.21,NA,NA,NA,NA,16,popcorn,no,no,0,0,0,V4,popcorn,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,yes,NA,NA
48,SRP370478,in vitro screen of quality protein popcorn on the human gut microbiome 16S,SRX14870560,SRR18771130,batch_Korth_et_al_2022,healthy,yes,OK,no,4_individual,United States,North America,yes,0,batch,0.21,NA,NA,NA,NA,16,popcorn,no,no,0,0,0,V4,popcorn,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,yes,NA,NA
49,SRP370478,in vitro screen of quality protein popcorn on the human gut microbiome 16S,SRX14870559,SRR18771131,batch_Korth_et_al_2022,healthy,yes,OK,no,4_individual,United States,North America,yes,0,batch,0.21,NA,NA,NA,NA,16,popcorn,no,no,0,0,0,V4,popcorn,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,yes,NA,NA
