"","primary_id","study_title","sequence_accession_number","sampleID","bioreactor_model","donor","include_study","reason","fecalSampleSequence","ndonor_type","country_donor","continent","predigestion","stage","stages","working_volume_mL","pH_ac","pH_tc","pH_dc","stirring_speed_rpm","total_retention_time_h","treatment","external_microorganism","flushing_gas","CO2_.","N2_.","H2_.","region_16S","media_based_on","vitamins","peptone","yeast_extract","NaHCO3","CaCl2","pectin","xylan","arabinogalactan","starch","casein","inulin","NaCl","K2HPO4","NaH2PO4","KH2PO4","MgSO4","hemin","menadione","bile_salts_oxgall","L_cysteine","mucin","glucose","pancreatin","cellobiose","lactose","whey_proteins_lactalbumin","HEPES","guanine","inosine","thymidine","xanthine","choline_chloride","ascorbic_acid","lipoic_acid","histidine","resazurin","aminoacid_mix","trace_mineral_supplement","cellulose","bacto_tryptone","XOS","Tween_80","KCL","MgCl2","FeSO4","MnCl2","CoSO4","CuSO4","ZnSO4","NiCl2","Xylitol","Rice","popcorn","whey_protein","arabic_gum","guar_gum","polyoxyethylene","digested_milk_fragments","maltose","include_sample","sample_name_other","reason_sample_exclusion"
"1","SRP241247","Dietary emulsifier sodium stearoyl lactylate alters gut microbiota and inhibits bacterial butyrate producers","SRX7541413","SRR10871356","batch_Elmen_et_al_2020","vegetarians","yes","OK","no","12_pooled","United States","North America","no","0","batch",NA,"7.4",NA,NA,NA,NA,"emulsifiers","no","N2:H2",0,91,9,"V3_V4","CDM","yes",0,0,5,0,0,0,0,2.5,0,2.5,0,0,1.26,1.49,0,1.2,0,0,0,0,0,0,0,0,0,46,100,100,100,100,100,500,2,2,1,11,10,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"yes",NA,NA
"2","SRP241247","Dietary emulsifier sodium stearoyl lactylate alters gut microbiota and inhibits bacterial butyrate producers","SRX7541412","SRR10871357","batch_Elmen_et_al_2020","vegetarians","yes","OK","no","12_pooled","United States","North America","no","0","batch",NA,"7.4",NA,NA,NA,NA,"emulsifiers","no","N2:H2",0,91,9,"V3_V4","CDM","yes",0,0,5,0,0,0,0,2.5,0,2.5,0,0,1.26,1.49,0,1.2,0,0,0,0,0,0,0,0,0,46,100,100,100,100,100,500,2,2,1,11,10,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"yes",NA,NA
"3","SRP241247","Dietary emulsifier sodium stearoyl lactylate alters gut microbiota and inhibits bacterial butyrate producers","SRX7541411","SRR10871358","batch_Elmen_et_al_2020","vegetarians","yes","OK","no","12_pooled","United States","North America","no","0","batch",NA,"7.4",NA,NA,NA,NA,"emulsifiers","no","N2:H2",0,91,9,"V3_V4","CDM","yes",0,0,5,0,0,0,0,2.5,0,2.5,0,0,1.26,1.49,0,1.2,0,0,0,0,0,0,0,0,0,46,100,100,100,100,100,500,2,2,1,11,10,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"yes",NA,NA
"4","SRP241247","Dietary emulsifier sodium stearoyl lactylate alters gut microbiota and inhibits bacterial butyrate producers","SRX7541410","SRR10871359","batch_Elmen_et_al_2020","vegetarians","yes","OK","no","12_pooled","United States","North America","no","0","batch",NA,"7.4",NA,NA,NA,NA,"emulsifiers","no","N2:H2",0,91,9,"V3_V4","CDM","yes",0,0,5,0,0,0,0,2.5,0,2.5,0,0,1.26,1.49,0,1.2,0,0,0,0,0,0,0,0,0,46,100,100,100,100,100,500,2,2,1,11,10,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"yes",NA,NA
"5","SRP241247","Dietary emulsifier sodium stearoyl lactylate alters gut microbiota and inhibits bacterial butyrate producers","SRX7541409","SRR10871360","batch_Elmen_et_al_2020","vegetarians","yes","OK","no","12_pooled","United States","North America","no","0","batch",NA,"7.4",NA,NA,NA,NA,"emulsifiers","no","N2:H2",0,91,9,"V3_V4","CDM","yes",0,0,5,0,0,0,0,2.5,0,2.5,0,0,1.26,1.49,0,1.2,0,0,0,0,0,0,0,0,0,46,100,100,100,100,100,500,2,2,1,11,10,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"yes",NA,NA
"6","SRP241247","Dietary emulsifier sodium stearoyl lactylate alters gut microbiota and inhibits bacterial butyrate producers","SRX7541408","SRR10871361","batch_Elmen_et_al_2020","vegetarians","yes","OK","no","12_pooled","United States","North America","no","0","batch",NA,"7.4",NA,NA,NA,NA,"emulsifiers","no","N2:H2",0,91,9,"V3_V4","CDM","yes",0,0,5,0,0,0,0,2.5,0,2.5,0,0,1.26,1.49,0,1.2,0,0,0,0,0,0,0,0,0,46,100,100,100,100,100,500,2,2,1,11,10,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"yes",NA,NA
"7","SRP241247","Dietary emulsifier sodium stearoyl lactylate alters gut microbiota and inhibits bacterial butyrate producers","SRX7541407","SRR10871362","batch_Elmen_et_al_2020","vegetarians","yes","OK","no","12_pooled","United States","North America","no","0","batch",NA,"7.4",NA,NA,NA,NA,"emulsifiers","no","N2:H2",0,91,9,"V3_V4","CDM","yes",0,0,5,0,0,0,0,2.5,0,2.5,0,0,1.26,1.49,0,1.2,0,0,0,0,0,0,0,0,0,46,100,100,100,100,100,500,2,2,1,11,10,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"yes",NA,NA
"8","SRP241247","Dietary emulsifier sodium stearoyl lactylate alters gut microbiota and inhibits bacterial butyrate producers","SRX7541406","SRR10871363","batch_Elmen_et_al_2020","vegetarians","yes","OK","no","12_pooled","United States","North America","no","0","batch",NA,"7.4",NA,NA,NA,NA,"emulsifiers","no","N2:H2",0,91,9,"V3_V4","CDM","yes",0,0,5,0,0,0,0,2.5,0,2.5,0,0,1.26,1.49,0,1.2,0,0,0,0,0,0,0,0,0,46,100,100,100,100,100,500,2,2,1,11,10,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"yes",NA,NA
"9","SRP241247","Dietary emulsifier sodium stearoyl lactylate alters gut microbiota and inhibits bacterial butyrate producers","SRX7541405","SRR10871364","batch_Elmen_et_al_2020","vegetarians","yes","OK","no","12_pooled","United States","North America","no","0","batch",NA,"7.4",NA,NA,NA,NA,"emulsifiers","no","N2:H2",0,91,9,"V3_V4","CDM","yes",0,0,5,0,0,0,0,2.5,0,2.5,0,0,1.26,1.49,0,1.2,0,0,0,0,0,0,0,0,0,46,100,100,100,100,100,500,2,2,1,11,10,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"yes",NA,NA
"10","SRP241247","Dietary emulsifier sodium stearoyl lactylate alters gut microbiota and inhibits bacterial butyrate producers","SRX7541404","SRR10871365","batch_Elmen_et_al_2020","vegetarians","yes","OK","no","12_pooled","United States","North America","no","0","batch",NA,"7.4",NA,NA,NA,NA,"emulsifiers","no","N2:H2",0,91,9,"V3_V4","CDM","yes",0,0,5,0,0,0,0,2.5,0,2.5,0,0,1.26,1.49,0,1.2,0,0,0,0,0,0,0,0,0,46,100,100,100,100,100,500,2,2,1,11,10,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"yes",NA,NA
